0
不太好
配乐
出来
part
音乐
北京
你好
北京
人
回归
护航
白昼
流星
祖国
导演
执
环
年代
事件
串接
风格各异
共成
一色
故事
昂扬
陈凯歌
执导
亮相
白昼
流星
大气
温暖
李叔
荒漠
戈壁
坚守
沃德乐
兄弟
迷途知返
陈凯歌
老练
转切
对接
铺垫
推进
化作
沁心
感动
故事
壮美
画面
相
映衬
佐证
陈凯歌
控
功力
喜欢
冬冬
海潮
伴
保佑
请
别忘记
不变
黄色
脸
妈
生日快乐
创作者
选取
历史
横截面
选取
角度
导演
带有
个人风格
包括
熟悉
类型
领域
个人
成长
经历
看过
剧本
编剧
写法
特点
个人
喜欢
管虎
徐峥
凯歌
拍
前夜
属于
命题作文
答卷
国旗
国歌
电影
拍
拍
升旗
装置
聚焦
历史
事件
小人物
瞬间
结尾
伪
纪录片
方式
夺冠
革命
任务
儿女情长
浓缩
成
一个男孩
两难
处境
沪
语话
全民
爱
体育
李
老李
李
真传
白昼
流星
人
喜欢
剧本
航天
扶贫
整合
有点
喜欢
凯歌
土地
人
记忆
格局
浪漫情怀
精准
扶贫
上升
精神
站
起来
白昼
流星
传说
意象
变成
符号
排名分
先后
宁浩
张一白
徐峥
管虎
文
牧野
薛晓路
陈凯歌
主旋律
好看
热血
燃情
全民
记忆
薪火相传
主创
阵容
国庆
档
献礼
大片
历史瞬间
小人物
喜怒哀乐
联结
触发
国人
共情
影片
印象
时刻
夺冠
童年
故事
融合
女排
精神
极具
代入
回忆
杀
北京
你好
奥运会
汶川
地震
交织
力量
白昼
流星
陈凯歌
拿手
命运
洪荒
挖掘
人物
闪光点
呈现
过往
在于
展望未来
陈凯歌
部分
败笔
名副其实
祖国
爱
祖国
看
电影
只能
说
国
自豪
爱国
教育
接受
电影
作品
激起
观众
真善美
追求
认同
集结
中国
电影
梦之队
献礼片
人物
角度
见证
中国
变迁
故事
催
人
热泪
爱国
情怀
根植
华夏儿女
血脉
试问
中国
人
此生
无悔
入
华夏
来世
中华
献礼
命题作文
看成
华山论剑
导演
各展
绝技
讲述
国家
发展
历程
小人物
故事
接地
气
擅长
领域
创作
风格
呈现出
效果
不尽相同
以小见大
思路
个人
喜欢
宁浩
故事
一如既往
黑色幽默
看上去
贫
故事
讲
妙趣横生
展现出
掌控
力
没有
过分
煽情
葛
大爷
传神
演技
剧本
导演
发挥
整体
算是
献礼片
开拓
道路
宁浩
葛优
部分
剧情
全员
陈凯歌
part
爱
祖国
爱
电影
拼盘
电影
没什么
看头
没想到
献礼片
泪目
惠英红
太帅
葛优
表现
一如既往
地稳
昊
弟弟
演出
浑然天成
痞
突破
故事
采取
平民化
个体
视角
核心
现场
进行
拆解
预期
出彩
夺冠
徐峥
小孩
怦然心动
拍
女排
夺冠
上海
石库门
背景
环境
风格
参考
世纪
沪语
喜剧
相遇
在场
原子弹
爆炸
悲情
死
生契阔
人潮
冲散
对视
点睛之笔
北京
你好
奥运
奇遇记
葛优
京片子
失落
中年男人
演活
宁浩
喜剧
发挥
护航
文
牧野
情感
处理
阅兵
打捞
女飞行员
成长
心路历程
前夜
回归
典礼
刺激
争分夺秒
演员
群戏
突出
白昼
流星
农村
扶贫
航天航空
事业
两件事
糅在
构成
牵引
关系
爱国
人世间
深层
情感
流淌
血脉
扎根
思想
此番
中国
电影
梦之队
集结
导演
演员
情感
激情
动情
诉说
专业
制作
集体
中国
成立
周年
献礼
致敬
伟大祖国
故事
祖国
理解
情感
融入
电影
呈现
温度
细节
具有
历史
厚度
电影
点映
当天
去
看
整部
影片
看
完
印象
回归
可能
香港
事情
感触
关系
香港
朋友
说
香港
人
觉得
回家
爱家
爱国
基本
自尊
回归
国家
个人
荣辱
诠释
亲历者
视角
动容
有点
映
去
看
祖国
献礼片
打开方式
黄渤和
葛优
封神
操控
观影
情绪
导演
编剧
水乳交融
任素
捧
过头
接住
张译
戏
故事
故事
张译演
演员
独角戏
张译
抛出
包袱
任素
接住
solo
还好
张译
没
驾驭
住
剧本
本片
可惜
part
女排
小演员
今年年初
倚天
屠龙记
张无忌
关注
超出
年纪
情感
浑然天成
璞玉
感觉
应该
没
受过
演技
训练
希望
走
下去
天赋
选手
人
小演员
天赋
选手
刘昊然
陈
飞宇
任重道远
高手
过招
方知
刘昊然
演戏
带
个人
色彩
不算
好事
陈
飞宇
出彩
陈凯歌
有点
sad
点映
当天
去
看
整部
影片
看
完
印象
回归
可能
香港
事情
感触
关系
香港
朋友
说
香港
人
觉得
回家
爱家
爱国
基本
自尊
回归
国家
个人
荣辱
诠释
亲历者
视角
动容
创作者
选取
历史
横截面
选取
角度
导演
带有
个人风格
包括
熟悉
类型
领域
个人
成长
经历
看过
剧本
编剧
写法
特点
个人
喜欢
管虎
徐峥
凯歌
拍
前夜
属于
命题作文
答卷
国旗
国歌
电影
拍
拍
升旗
装置
聚焦
历史
事件
小人物
瞬间
结尾
伪
纪录片
方式
夺冠
革命
任务
儿女情长
浓缩
成
一个男孩
两难
处境
沪
语话
全民
爱
体育
李
老李
李
真传
白昼
流星
人
喜欢
剧本
航天
扶贫
整合
有点
喜欢
凯歌
土地
人
记忆
格局
浪漫情怀
精准
扶贫
上升
精神
站
起来
白昼
流星
传说
意象
变成
符号
电影
角度
来讲
国庆
档
作品
值得
看
事实证明
导演
硬指标
故事
节选
时间
节点
镜头
置于
历史
时刻
关注
大
时代背景
小人物
给出
强有力
情感
力量
节选
宁浩
葛优
文
牧野
管虎
打到
分
文
牧野
位
炮儿
夹击
顶住
压轴
压力
塞入
主题
完成度
堪称
名副其实
祖国
爱
祖国
宁浩
葛优
部分
剧情
全员
陈凯歌
part
有点
映
去
看
祖国
献礼片
打开方式
黄渤和
葛优
封神
操控
观影
情绪
导演
编剧
水乳交融
任素
捧
过头
接住
张译
戏
故事
故事
张译演
演员
独角戏
张译
抛出
包袱
任素
接住
solo
还好
张译
没
驾驭
住
剧本
本片
可惜
part
女排
小演员
今年年初
倚天
屠龙记
张无忌
关注
超出
年纪
情感
浑然天成
璞玉
感觉
应该
没
受过
演技
训练
希望
走
下去
天赋
选手
人
小演员
天赋
选手
刘昊然
陈
飞宇
任重道远
高手
过招
方知
刘昊然
演戏
带
个人
色彩
不算
好事
陈
飞宇
出彩
陈凯歌
有点
sad
海风
吹拂
泪珠
说出
海潮
伴
保佑
请
别忘记
不变
黄色
脸
海风
海潮
吹
走挥
去
炎黄子孙
致敬
香港
回归祖国
周年
香港
祖国
不能
分离
爱
祖国
爱
电影
分
集锦
评分
质量
差异
相比之下
宁浩
北京
你好
徐峥
夺冠
喜欢
宁浩
葛优
合作
葛优
回到
领域
整体
表演
放松
希望
宁浩
葛优
会
长片
合作
徐峥
部分
市井
回忆
味道
小朋友
情感
趣味
涉及
个人
集体
选择
管虎
部分
导演
手法
陈凯歌
部分
野心
选择
演员
符合
角色
设定
穷人家
孩子
薛晓路
部分
问题
剧作
导演
能力
符合
小人物
预设
拍得
还行
演技
葛优
生动
故事
喜欢
徐峥导
中国女排
陈凯歌
加
人物
成长
内心
转变
献礼片
人
思考
思考
情感
铺垫
抽空
期待
陈可辛
中国女排
演员
关注
祖国
点映
走入
影院
观影
电影
吸引
中国
人
感到
自豪
祝
祖国
繁荣昌盛
我爱你
祖国
好看
命题
导演
糊弄
主题
化繁为简
历史
事件
时代气息
融入
小人物
一举一动
风格
故事
主题
高度
统一
兼顾
题材
叙事
差异化
总导演
陈凯歌
制片人
建新
好似
大珠小珠落玉盘
管虎
动作
大片
张一白
爱情
小品
徐铮
鬼马
喜剧
薛晓路
群像
抒情
宁浩
典型
宁式
喜剧
陈凯歌
散文诗
文
牧野
行业
剧
个人
喜欢
宁浩
管虎
陈凯歌
徐峥
大家
能力
一目了然
PS
提前
厕所
周年
导演
故事
加上
听
会
中国
人
热泪盈眶
歌
注定
会
爆款
命题作文
导演
拍出
个人风格
管虎
前夜
工整
气
张一白
相遇
深情
徐峥
夺冠
松驰
鬼马
宁浩
北京
你好
出人意料
文
牧野
护航
展露
类型
叙事
功力
陈凯歌
白昼
流星
具
文人
气质
飘逸
薛晓路
回归
处理
方式
巧思
字幕
大合唱
祖国
画面
泪流满面
电影
实在
太太
太太
哭
陈凯歌
捧
儿子
捧
故事
三星
开国
女排
大业
资本
拦路
大家
拼了命
叙事
塞进去
个体
血泪
主子
仁慈
通达
社会
倒逼
故事
人民共和国
情感
徐峥
宁浩
通达
文
牧野
浓眉大眼
会
看
姑娘
陈凯歌
烂片
王
应该
没有
异议
爱
前夜
北京
你好
哭
任素
哭
跟着
哭
没
跑
觉得
太精彩
导致
感觉
不够
力
倒序
可能
精彩
白昼
流星
觉得
陈
飞宇
演技
教导
蒜
饺子
吞下
好看
陈凯歌
锅
白瞎我
昊
弟弟
张一白
本来
拍
叙事
依靠
对话
觉得
薛晓路
想
面面俱到
方面
没顾
管虎
徐峥
宁浩
周年
阿中
哥哥
庆生
祖国
庆生
去
看
电影
感受
国庆
氛围
国歌
响起
国旗
升起
时
热血沸腾
泪
有点
受
控制
中国
自豪
看哭
小人物
生活
大
时代
见证
经历
创造
国家
历史
中国
自豪
电影
值得
N
刷
徐峥
讲故事
天才
管虎
视觉
氛围
感绝
看到
评论
说
纸巾
觉得
夸张
没想到
片头曲
响起
落泪
算
起来
故事
算
亲历
年纪
太小
没有
细节
记忆
时过境迁
淡忘
笑泪
齐飞
主旋律
电影
导演
演员
人
朴素
爱国
情怀
勾起
时间
节点
推演
国家
走过
历程
芸芸众生
视角
体验
祖国
日益
飞速发展
剩下
话
此生
悔入
种花
喜欢
北京
你好
白昼
流星
夺冠
张一白
本来
拍
叙事
依靠
对话
觉得
薛晓路
想
面面俱到
方面
没顾
管虎
徐峥
宁浩
海风
吹拂
泪珠
说出
东方之珠
响起
荧幕
朱一龙
敬
军礼
按捺不住
泪水
故事
选择
小人物
视角
情感
共通
项目
整体
风格
统一
串联
现实
故事
摆放
参差
情感
情感
激动人心
北京
你好
宁浩
短片
喜欢
生活
感
北京
味儿
葛优
出租
司机
角色
祖国
刻画
导演
风格各异
陈凯歌
擅长
控
画面
宁浩
擅长
刻画
细节
薛晓路
女
导演
掌控
情绪
一绝
惠英红
错
泪点
普通
观众
喜欢
护航
白昼
流星
还行
白昼
流星
后半段
莫名其妙
葛
大爷
葛
大爷
祖国
故事
各有千秋
宁浩
徐峥
陈凯歌
气
电影
感
可惜
本子
葛
大爷
镜头
代表
故事
气质
故事
娓娓道来
功力
牛
人物
演
一共
故事
节奏
喜欢
前夜
回归
前夜
群众
送
东西
触动
回归
音乐
响起
海风
吹拂
泪珠
说出
眼泪
出来
白色
海军
装
小
哥哥
说
缺
媳妇
笑
死
说话
土
原子弹
爆炸
觉得
有点
中国女排
小时候
人
看电视
童年
记忆
电视
看
小演员
演
葛
大爷
一如既往
陈
飞宇
刘昊然
太土
少女
成长
成
空军
飞行员
献礼
影片
新意
汇聚
中国
电影
梦之队
导演
演员
庆祝
中国
成立
周年
看点
影片
取材
历史
事件
结合
小人物
视角
年龄
影片
小人物
经历
意义
时刻
祖国
今天
繁荣昌盛
见证者
缔造者
看完
觉得
感动
会
继续
祖国
繁荣富强
贡献
力量
没想到
香港回归
故事
历程
太不容易
亲历
归属感
祝福
祖国
明天
加油
上映
期待
陈凯歌
王菲
预告片
看
预告
喜欢
陈凯歌
白昼
流星
宁浩
北京奥运
张一白
相遇
薛晓路
回归
徐峥
夺冠
没想到
相遇
拍
可惜
张译
演技
回归
夺冠
感动
发生
事件
没有
事件
依托
原
历史
视频
插入
可能
离席
剩下
前夜
看
预告
觉得
不行
护航
看
完
觉得
共鸣
觉得
北京奥运
白昼
流星
觉得
拍
整部
个人
喜欢
白昼
流星
名字
好听
青年
演员
演
故事
加入
爱国
主旋律
奇怪
拎
出来
拍
希望
白昼
流星
会
有着
文化
民族
故事
导演
各有千秋
不能
花
点心
衔接
突兀
打动
故事
包括
结尾
夺冠
时代
国家
高光
时刻
记录
国家
从弱到强
走向
电影
记录
父辈
小人物
小人物
推进
国家
停歇
发展
现在
交到
现在
年轻人
样子
祖国
未来
样子
加油
希望
高光
时刻
见证者
参与者
票房
做
贡献
回归
故事
仪仗队
旗手
迈着
铿锵有力
无比
步伐
走到
升旗台
看着
英姿飒爽
军人
五星红旗
准点
升起
自豪
小伙子
想
女孩
表达
爱意
甜言蜜语
可讲
小伙儿
一拥而上
表白
爱爱爱
听
不到
声音
慷慨激昂
空洞
建国
成年人
具有
深度
遗忘症
人
童年
中年
记忆
反思
回忆
回忆
方程式
中年
源自
童年
记忆
参与
国史
写作
人
挑选
人民
煽情
故事
背景
中国
导演
戏剧
是不是
误解
三板斧
煽情
营救
感动
要务
人物
成年
来自
童年
高昂
歌曲
奏响
人
力量
陈凯歌
导演
写作文
逻辑
看
热血沸腾
主旋律
好看
主旋律
电影
煽情
部分
连在一起
没有
时间
串
起来
历史
见证
白昼
流星
感觉
故事
故事
人民
成就
好看
中国
太不容易
听
国歌声
看到
五星红旗
迎风
飘扬
看到
白色
军装
护旗手
敬礼
内心
无法
言表
命题作文
糊弄
属于
中国
寸土不让
属于
中国
分秒必争
回归
短片
主创
能力
高下
立现
会
讲故事
运镜
讲究
审美
演员
演
演员
天生
讨喜
一目了然
形式
内容
口号
高于
行动
现在
时代
讲
说
欣慰
影片
结束
本场
观众
没有
人站
起来
鼓掌
跟着
全场
大合唱
导演
用力过度
喜欢
白昼
流星
荒漠
草原
骑马
落日
老人
意境
远古
野人
穿越
未来
科幻
主旋律
拍出
魔幻
现实感
夺冠
生动有趣
回归
结尾
音乐
动人
相遇
地方
感人
前夜
北京
你好
主演
特色
突出
无法
入戏
护航
片尾曲
拯救
陈凯歌
不会
讲故事
白昼
流星
看
世界
故事
载人
航天
外壳
精准
扶贫
里子
假大空
张一白
发挥
贡献
夺冠
去掉
战狼
女排
背景
追寻
爱情
冬冬
喜欢
回归
质感
葛
大爷
定海神针
宁浩
发挥
渤宋佳
一般般
韩
东君
邪魅一笑
打开方式
张译
表演
值
票
钱
教科书
反
面瘫
演技
知道
夸
好帅
啊啊啊
故事
前夜
相遇
夺冠
回归
北京
你好
白昼
流星
护航
小人物
历史背景
视角
串联
送给
祖国
庆生
电影
前夜
相遇
北京
你好
拍
最让人
失望
回归
广东
人
来讲
香港
回归
小人物
故事
薛晓路
是否
明白
香港回归
情感
回归
仪式
争分夺秒
拍
看不出
任达华
广东
佛山人
回归祖国
自豪
白昼
流星
知青
扶贫
少数民族
神舟
回归
联系
感觉
文
牧野
护航
收编
故事
感觉
意图
定位
不明
管虎
主旋律
电影
拍
透
诠释
人民
选择
相遇
无名英雄
默默无闻
构建
祖国
蓝图
分
艺术
主旋律
电影
小人物
见证
历史
进程
分
夺冠
分
北京
你好
分
相遇
分
前夜
分
护航
分
回归
分
白昼
流星
分
题材
五星
情节
感人
陈导
故事
前夜
黄渤
王千源
演得
朴素
万众一心
时代
特征
黄渤
现身
历史
画面
有点
意思
相遇
张一白
会
拍
感情
戏
任素
声情并茂
台词
张译
不着
字
眼神
有戏
原子弹
时代
音符
成
背景
夺冠
好玩
一出戏
徐峥
喜剧
咖
女排
夺冠
冲天
热情
两小无猜
结合
讲故事
另辟蹊径
回归
升旗
电动
手动
北京
你好
宁浩
发挥
葛
大爷
撑起来
白昼
流星
陈凯歌
儿子
反倒
刘昊然
衬托
演技
护航
文
牧野
压轴
没想到
故事
宋佳
飞行员
演出
队长
感觉
全片
立体
人物
喜欢
夺冠
北京
你好
电影
震撼
国家
学习
会
女排
落泪
祖国
回归
讲述
普通人
故事
再现
震撼人心
历史
外交官
仪仗队
军人
钟表匠
警员
推动
影片
发展
朱一龙
饰演
仪仗队
军人
令
迈着
军步
升旗台
走去
好像
融为一体
见证
瞬间
前夜
困难重重
指令
传达
相遇
人物
命运
夺冠
中加
孩子
牺牲
精神
恶政
隐
嫌疑
狗
回归
东方之珠
主人公
逃
港者
身份
北京
你好
小市民
心态
呈现
结合
时代
解读
出
意味
台词
白昼
流星
警员
审讯
方式
主角
身份
平民
视角
护航
平民
视角
消失
导演
集体
回忆
被动
提取
出
集体主义
官僚作风
国民性
程度
反思
喜爱
程度
排
宁浩
题目
发挥
徐峥
张一白
长镜头
后景
运用
水平
飘忽不定
管虎
陈凯歌
题目
拍
贯彻
精神
薛晓路
出发点
材质
处理
群像
铺
大饼
文
牧野
不切题
拍
油腻
迟到
进影院
全场
坐满
看到
任素
张译
公交车
回顾
剧情
看
任素
表演
看
哭
爱国主义
满满
故事
特色
宁浩牛
逼
笑
泪
激情
燃点
祖国
打电话
阿中
哥哥
主旋律
可圈可点
个人
喜欢
段
徐峥
夺冠
冬冬
和小美
孩子
情感
动容
宁浩
北京
你好
葛优
四川
孩子
孩子
人
感伤
点名
批评
陈凯歌
白昼
流星
空洞
文
牧野
护航
空
用力
陈大
导演
拍
看得
知道
看
完
内心
没有
触动
男生
看
哭
女生
内心
倒
看到
志远
感触
知道
是不是
平时
爱国
看
感觉
觉得
立足点
人物
立场
拍
长大
发现
土地
爱
爱
祖国
孩子
爱
母亲
平时
爱
藏
诉诸
期待
电影
上映
看着
听
眼泪
出
精彩
瞬间
展现
无名英雄
全力
倾情
付出
大屏幕
近距离
看着
五星红旗
冉冉升起
微风
内心
自豪
溢满
胸怀
无法
电影
闺蜜
去
看
电影
哭
掉
纸巾
回来
闺蜜
说
龙
陈
冬冬
可爱
子枫
妹妹
上海
话
广东话
北京
话
听
记忆
天安门
日出
冬冬
小
披肩
任达华
修
表
葛优
大
耳朵
小宋佳
墨镜
敏感时期
电影
洗脑
音乐
觉得
祖国
不能
分割
爱祖国
代表
爱
电影
电影
应该
宣传片
反思
意义
星
徐峥
星
陈凯歌
剩下
媚俗
徐峥
分
薛晓路
分
张一白
分
管虎
分
陈凯歌
分
文
牧野
分
宁浩
分
去
电影院
大家
看
献礼片
短片
时间
线索
排列
贯穿
中国
大事
家国
情怀
宁浩
管虎拍
张一白
徐峥
和文
牧野
考虑
厕所
同学
薛晓路
陈凯歌
男主
葛优
女主
任素
新人
徐峥
小孩
表演
天赋
炸裂
欧豪
戏
短片
拍
华人
短片
选手
才华
胡伟
导演
排
星
故事
北京
你好
泪
笑
自豪
回归
部分
国旗
升起
眼泪
飙
血脉
属于
土地
愿意
希望
去
见证
以小见大
喜欢
黄渤和
葛优
故事
歌
电影
刷屏
看
完
觉得
片子
喜欢
奥运
葛优
大爷
大爷
抓住
情节
可能
人
爱国
自豪感
觉得
未来
会
失望
刘昊然
演
部分
人物
态度
转换
太
护航
拍出
飞行
军人
动人
看
故事
导演
拍
药神
文
牧野
没有
导演
压下去
前夜
黄渤也是
演
故事
剩下
可能
故事
太好了
没
感觉
时刻
电影
落地
时期
人物
关注
个体
家国
情怀
大而无当
强调
大国
情怀
价值
中国
人
应该
无条件
国家
利益
放弃
个人
情感
相遇
夺冠
国家
意识
抹
个体差异
带来
冲突
前夜
解决
现实
问题
白昼
流星
集体
付出
体制
会议
形式
进行
补偿
夺冠
回归
精英
主义
充斥
全片
祖国
葛
大爷
有意思
看
热泪盈眶
激奋
人心
想
穿越
历史
亲身经历
历史瞬间
葛
大爷
牛掰
护旗手
朱一龙
帅气
看
题材
电影
影院
又哭又笑
眼睛
有点
肿
历史
看
会
产生共鸣
电影
足够
精彩
接地
气
小人物
会
精彩
好看
电影
准备
刷
祖国
思路
原本
献礼片
祖国
演变成
祖国
重点
祖国
变成
主体
变成
人
为主
电影
情感
串联
时代
记忆
剧本
张冀
相遇
伤痕
书写
荣耀
故事
面
情感
共鸣
可惜
张一白
调度
实在
拿不出手
导演
方面
完成度
前夜
夺冠
护航
宁浩
徐峥
文
牧野
工业化
商业
角度
体量
完成
支
短片
观赏性
人物
塑造
夹带
私货
前夜
结尾
伪
纪录片
形式
亮眼
夺冠
聚焦
事件
相遇
相反
喜剧
形式
描绘
事件
护航
支
短片
女性
做
主角
短片
薛晓璐
回归
想
捧
臭脚
想
人物
没有
事情
整体
突破
传统
主旋律
电影
壁垒
可喜可贺
事情
电影
满满
能量
回归
哥哥
军姿
戳
人
香港
看着
人
感慨万千
故事
风格
品质
电影
打分
需要
客观
前夜
开篇
精彩
导演
调度
演员
表演
相遇
演员
亮点
张译
任素
故事
应该
垫底
